nume,nume_en,slug,subtitlu,descriere,oras,judet,tip,adresa,latitudine,longitudine,meta_title,meta_description,cuvinte_cheie,imagine_principala,galerie_foto,imagine_credit,cod_lmi
"Liceul „A. T. Laurian”, Str. Iorga Nicolae 19",,liceul-a-t-laurian-str-iorga-nicolae-19-botosani,,,Botoșani,Botoșani,cladire-istorica,"Str. Iorga Nicolae 19",47.7392,26.665,,,,,,,BT-II-m-B-01894
"Școala generală nr. 4 (două clădiri)",,scoala-generala-nr-4-doua-cladiri-botosani,,,Botoșani,Botoșani,cladire-istorica,"Str. Luchian Ștefan 17",47.746447,26.659228,,,,,,,BT-II-m-B-01902
"Casa Memorială „Nicolae Iorga”",,casa-memoriala-nicolae-iorga-botosani,,muzeu,Botoșani,Botoșani,muzeu,"Str. Iorga Nicolae 14",47.73794,26.663014,,,,https://upload.wikimedia.org/wikipedia/commons/7/7b/Casa_memorial%C4%83_Nicolae_Iorga%2C_Boto%C8%99ani_-_fa%C8%9Bada_principal%C4%83.jpg,,"{""author"":""Cezara Tudosă"",""license"":""CC BY-SA 3.0 ro"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0/ro/deed.en"",""source"":""https://commons.wikimedia.org/wiki/File:Casa_memorială_Nicolae_Iorga,_Botoșani_-_fațada_principală.jpg""}",BT-IV-m-A-02045
"Primăria veche, Piața Revoluției 1",,primaria-veche-piata-revolutiei-1-botosani,,,Botoșani,Botoșani,cladire-istorica,"Piața Revoluției 1",47.745408,26.662982,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0f/Ayuntamiento_de_Bt.jpg/1280px-Ayuntamiento_de_Bt.jpg,,"{""author"":""Bogdan29roman"",""license"":""CC BY-SA 3.0 ro"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0/ro/deed.en"",""source"":""https://commons.wikimedia.org/wiki/File:Ayuntamiento_de_Bt.jpg""}",BT-II-m-B-01928
"Halele de carne și pește, Str. Transilvaniei 2",,halele-de-carne-si-peste-str-transilvaniei-2-botosani,,"monumente istorice din Botoșani, România",Botoșani,Botoșani,piata-centru-vechi,"Str. Transilvaniei 2",47.743165,26.667205,,,,,,,BT-II-m-B-01931
"Turn clopotniță, Str. Armeană 15",,turn-clopotnita-str-armeana-15-botosani,,"monument istoric din Botoșani",Botoșani,Botoșani,cladire-istorica,"Str. Armeană 15",47.739782290016,26.671806762142,,,,,,,BT-II-m-B-01859.02
"Biserica Precista din Bacău",,biserica-precista-din-bacau-bacau,,,Bacău,Bacău,biserica-manastire,"Str. 9 Mai 48",46.5631,26.9163,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1c/RO_BC_Precista_church.jpg/1280px-RO_BC_Precista_church.jpg,,"{""author"":""Andrei Stroe"",""license"":""CC BY-SA 4.0"",""license_url"":""https://creativecommons.org/licenses/by-sa/4.0"",""source"":""https://commons.wikimedia.org/wiki/File:RO_BC_Precista_church.jpg""}",BC-II-m-A-00757.01
"Casă, Bd. Ioniță Sandu Sturza 39",,casa-bd-ionita-sandu-sturza-39-bacau,,,Bacău,Bacău,cladire-istorica,"Bd. Ioniță Sandu Sturza 39",46.5641,26.9058,,,,,,,BC-II-m-B-00782
"Curtea Domnească din Bacău",,curtea-domneasca-din-bacau-bacau,,,Bacău,Bacău,cladire-istorica,"Str. 9 Mai 48",46.558973,26.904261,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e1/Casa_Domneasc%C4%83_Bac%C4%83u_3.jpg/1280px-Casa_Domneasc%C4%83_Bac%C4%83u_3.jpg,,"{""author"":""Bogdan Muraru"",""license"":""CC BY-SA 3.0 ro"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0/ro/deed.en"",""source"":""https://commons.wikimedia.org/wiki/File:Casa_Domnească_Bacău_3.jpg""}",BC-II-a-A-00757
"Colegiul Național Ferdinand I",,colegiul-national-ferdinand-i-bacau,,"liceu din Bacău, România",Bacău,Bacău,cladire-istorica,,46.5695,26.9059,,,,,,,BC-II-m-B-00764
"Casa Mircea Cancicov, azi sediu P.N.L.",,casa-mircea-cancicov-azi-sediu-p-n-l-bacau,,,Bacău,Bacău,cladire-istorica,"Str. Alecsandri Vasile 3",46.563,26.91143,,,,,,,BC-II-m-B-00758
"Casa memorială „Nicu Enea”",,casa-memoriala-nicu-enea-bacau,,,Bacău,Bacău,muzeu,"Str. Enea Nicu 31",46.572893,26.91609,,,,,,,BC-IV-m-B-00931
"Vivariul din Bacău, Str. Popa Șapcă 3",,vivariul-din-bacau-str-popa-sapca-3-bacau,,,Bacău,Bacău,muzeu,"Str. Popa Șapcă 3",46.568895,26.913405,,,,,,,BC-II-m-B-00779
"Palatul Administrativ din Bacău",,palatul-administrativ-din-bacau-bacau,,"palat administrativ din Belle Époque în Bacău",Bacău,Bacău,cladire-istorica,"Str. Mărășești 2",46.56423056,26.912875,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/30/20171004_114517_Administrative_Palace_in_Bac%C4%83u_2017.jpg/1280px-20171004_114517_Administrative_Palace_in_Bac%C4%83u_2017.jpg,,"{""author"":""Rakoon"",""license"":""CC0"",""license_url"":""http://creativecommons.org/publicdomain/zero/1.0/deed.en"",""source"":""https://commons.wikimedia.org/wiki/File:20171004_114517_Administrative_Palace_in_Bacău_2017.jpg""}",BC-II-m-A-00773
"Conacul Rosetti-Brăescu, azi Fundația Casa Copilului",,conacul-rosetti-braescu-azi-fundatia-casa-copilului-bacau,,,Bacău,Bacău,castel-palat,,46.559886,26.861765,,,,,,,BC-II-m-B-00854
"Conacul Veninoaia, azi școală",,conacul-veninoaia-azi-scoala-bacau,,,Bacău,Bacău,castel-palat,,46.561044,26.865048,,,,,,,BC-II-m-B-00873
"Casa memorială George Bacovia de la Bacău",,casa-memoriala-george-bacovia-de-la-bacau-bacau,,,Bacău,Bacău,muzeu,"Str. Bacovia George 13",46.569844,26.908743,,,,,,,BC-IV-m-A-00930
"Casa Vergu-Mănăilă, Str. Războieni 8",,casa-vergu-manaila-str-razboieni-8-buzau,,,Buzău,Buzău,cladire-istorica,"Str. Războieni 8",45.1491,26.823,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/95/RO_BZ_Vergu_Manaila_house_hdr_1.jpg/1280px-RO_BZ_Vergu_Manaila_house_hdr_1.jpg,,"{""author"":""Andrei Stroe"",""license"":""CC BY-SA 4.0"",""license_url"":""https://creativecommons.org/licenses/by-sa/4.0"",""source"":""https://commons.wikimedia.org/wiki/File:RO_BZ_Vergu_Manaila_house_hdr_1.jpg""}",BZ-II-m-A-02350
"Casa pictorului Ion Andreescu din Buzău",,casa-pictorului-ion-andreescu-din-buzau-buzau,,,Buzău,Buzău,cladire-istorica,"Str. Vladimirescu Tudor 23",45.15013,26.823474,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5b/RO_BZ_Andreescu_house.jpg/1280px-RO_BZ_Andreescu_house.jpg,,"{""author"":""Andrei Stroe"",""license"":""CC BY-SA 3.0"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0"",""source"":""https://commons.wikimedia.org/wiki/File:RO_BZ_Andreescu_house.jpg""}",BZ-IV-m-B-02514
"Casă, Str. Bistriței 7",,casa-str-bistritei-7-buzau,,,Buzău,Buzău,cladire-istorica,"Str. Bistriței 7",45.1548738889,26.8211569444,,,,,,,BZ-II-m-B-02318
"Casă, Bd. Gării 14",,casa-bd-garii-14-buzau,,,Buzău,Buzău,cladire-istorica,"Bd. Gării 14",45.1464,26.824965,,,,,,,BZ-II-m-B-02327
"Casă, Bd. Gării 15",,casa-bd-garii-15-buzau,,,Buzău,Buzău,cladire-istorica,"Bd. Gării 15",45.146528,26.825277,,,,,,,BZ-II-m-B-02328
"Casă, Bd. Gării 21",,casa-bd-garii-21-buzau,,,Buzău,Buzău,cladire-istorica,"Bd. Gării 21",45.145514,26.825577,,,,,,,BZ-II-m-B-02330
"Casă, Str. Griviței 1",,casa-str-grivitei-1-buzau,,,Buzău,Buzău,cladire-istorica,"Str. Griviței 1",45.154708,26.821865,,,,,,,BZ-II-m-B-02331
"Casă, Str. Griviței 9",,casa-str-grivitei-9-buzau,,,Buzău,Buzău,cladire-istorica,"Str. Griviței 9",45.154155,26.822509,,,,,,,BZ-II-m-B-02332
"Casă, Str. Ostrovului 29",,casa-str-ostrovului-29-buzau,,,Buzău,Buzău,cladire-istorica,"Str. Ostrovului 29",45.150834,26.820416,,,,,,,BZ-II-m-B-02343
"Casă, Str. Panduri 3",,casa-str-panduri-3-buzau,,,Buzău,Buzău,cladire-istorica,"Str. Panduri 3",45.151246,26.816779,,,,,,,BZ-II-m-B-02344
"Casă, Str. Panduri 9",,casa-str-panduri-9-buzau,,,Buzău,Buzău,cladire-istorica,"Str. Panduri 9",45.151939,26.8161361111,,,,,,,BZ-II-m-B-02345
"Casă, Str. Patriei 78",,casa-str-patriei-78-buzau,,,Buzău,Buzău,cladire-istorica,"Str. Patriei 78",45.149317,26.811951,,,,,,,BZ-II-m-B-02346
"Vila Albatros",,vila-albatros-buzau,,,Buzău,Buzău,cladire-istorica,,45.146544,26.84387,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/87/Conacul_Marghiloman.JPG/1280px-Conacul_Marghiloman.JPG,,"{""author"":""Andreea"",""license"":""CC BY-SA 4.0"",""license_url"":""https://creativecommons.org/licenses/by-sa/4.0"",""source"":""https://commons.wikimedia.org/wiki/File:Conacul_Marghiloman.JPG""}",BZ-II-m-B-02347.01
"Biblioteca Județeană „Vasile Voiculescu” din Buzău",,biblioteca-judeteana-vasile-voiculescu-din-buzau-buzau,,"instituție publică de cultură din județul Buzău",Buzău,Buzău,cladire-istorica,"Str. Unirii 140",45.148609,26.815428,,,,https://upload.wikimedia.org/wikipedia/commons/a/ac/Bz_biblioteca.jpg,,"{""author"":""Andrei Stroe"",""license"":""Public domain"",""license_url"":"""",""source"":""https://commons.wikimedia.org/wiki/File:Bz_biblioteca.jpg""}",BZ-II-m-A-02351
"Colegiul Național Bogdan Petriceicu Hasdeu",,colegiul-national-bogdan-petriceicu-hasdeu-buzau,,"liceu din Buzău, România",Buzău,Buzău,cladire-istorica,"Str. Gării 1",45.14833333,26.82555556,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/88/RO_BZ_Hasdeu_high_school.jpg/1280px-RO_BZ_Hasdeu_high_school.jpg,,"{""author"":""Andrei Stroe"",""license"":""CC BY 3.0"",""license_url"":""https://creativecommons.org/licenses/by/3.0"",""source"":""https://commons.wikimedia.org/wiki/File:RO_BZ_Hasdeu_high_school.jpg""}",BZ-II-m-B-02326
"Restaurantul lui I. L. Caragiale",,restaurantul-lui-i-l-caragiale-buzau,,,Buzău,Buzău,monument,"Piața Gării 2",45.143403,26.825105,,,,,,,BZ-IV-m-B-02509
"Podul de cale ferată peste râul Buzău",,podul-de-cale-ferata-peste-raul-buzau-buzau,,,Buzău,Buzău,cladire-istorica,,45.156047,26.867623,,,,,,,BZ-II-m-B-02312
"Biserica Banului din Buzău",,biserica-banului-din-buzau-buzau,,,Buzău,Buzău,biserica-manastire,"Str. Bistriței 53",45.149566,26.8253078,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5b/RO_BZ_Banului_church_hdr_1.jpg/1280px-RO_BZ_Banului_church_hdr_1.jpg,,"{""author"":""Andrei Stroe"",""license"":""CC BY-SA 4.0"",""license_url"":""https://creativecommons.org/licenses/by-sa/4.0"",""source"":""https://commons.wikimedia.org/wiki/File:RO_BZ_Banului_church_hdr_1.jpg""}",BZ-II-m-A-02319
"Biserica Neguțători din Buzău",,biserica-negutatori-din-buzau-buzau,,,Buzău,Buzău,biserica-manastire,"Str. Băieșu Ion 1",45.15349,26.82441,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/fc/RO_BZ_Greci_church.jpg/1280px-RO_BZ_Greci_church.jpg,,"{""author"":""Andrei Stroe"",""license"":""CC BY 3.0"",""license_url"":""https://creativecommons.org/licenses/by/3.0"",""source"":""https://commons.wikimedia.org/wiki/File:RO_BZ_Greci_church.jpg""}",BZ-II-a-A-02321
"Biserica „Adormirea Maicii Domnului” - Broșteni",,biserica-adormirea-maicii-domnului-brosteni-buzau,,,Buzău,Buzău,biserica-manastire,"Str. Broșteni 15",45.1552,26.83239,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/40/RO_BZ_Brosteni_church_1.jpg/1280px-RO_BZ_Brosteni_church_1.jpg,,"{""author"":""Andrei Stroe"",""license"":""CC BY-SA 3.0 ro"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0/ro/deed.en"",""source"":""https://commons.wikimedia.org/wiki/File:RO_BZ_Brosteni_church_1.jpg""}",BZ-II-m-A-02320.01
"Biserica „Nașterea Maicii Domnului” - Neguțători",,biserica-nasterea-maicii-domnului-negutatori-buzau,,,Buzău,Buzău,biserica-manastire,"Str. Băieșu Ion 1",45.153565,26.82429,,,,,,,BZ-II-m-A-02321.01
"Biserica „Adormirea Maicii Domnului”",,biserica-adormirea-maicii-domnului-buzau,,,Buzău,Buzău,biserica-manastire,,45.158006,26.819644,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/94/Bishopric_complex_Buzau_Cathedral.jpg/1280px-Bishopric_complex_Buzau_Cathedral.jpg,,"{""author"":""Ymblanter"",""license"":""CC BY-SA 4.0"",""license_url"":""https://creativecommons.org/licenses/by-sa/4.0"",""source"":""https://commons.wikimedia.org/wiki/File:Bishopric_complex_Buzau_Cathedral.jpg""}",BZ-II-m-A-02324.01
"Biserica „Sf. Nicolae”, Str. Leului 12, Cartier Dorobanți 1",,biserica-sf-nicolae-str-leului-12-cartier-dorobanti-1-buzau,,,Buzău,Buzău,biserica-manastire,"Str. Leului 12, Cartier Dorobanți 1",45.150588,26.836832,,,,,,,BZ-II-m-B-02335
"Biserica „Sf. Împărați Constantin și Elena”",,biserica-sf-imparati-constantin-si-elena-buzau,,,Buzău,Buzău,biserica-manastire,"Str. Primăverii 3",45.157651,26.84373,,,,,,,BZ-II-m-B-02349
"Palatul Episcopal",,palatul-episcopal-buzau,,,Buzău,Buzău,castel-palat,,45.157325,26.819086,,,,,,,BZ-II-m-A-02324.03
"Spitalul Gârlași (clădirea veche)",,spitalul-garlasi-cladirea-veche-buzau,,,Buzău,Buzău,cladire-istorica,"Str. Plevnei 26",45.146483,26.826864,,,,,,,BZ-II-m-B-02348
"Parcul Crâng",,parcul-crang-buzau,,"parc din județul Buzău, România",Buzău,Buzău,parc-gradina,,45.14722222,26.80083333,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/98/Bz_intrare_crang.jpg/1280px-Bz_intrare_crang.jpg,,"{""author"":""Andrei Stroe"",""license"":""CC BY-SA 2.5"",""license_url"":""https://creativecommons.org/licenses/by-sa/2.5"",""source"":""https://commons.wikimedia.org/wiki/File:Bz_intrare_crang.jpg""}",BZ-III-s-B-02500
"Templul evreiesc din Buzău",,templul-evreiesc-din-buzau-buzau,,,Buzău,Buzău,biserica-manastire,"Str. Marghiloman Alexandru 29",45.154586,26.827309,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/87/RO_BZ_synagogue_1.jpg/1280px-RO_BZ_synagogue_1.jpg,,"{""author"":""Andrei Stroe"",""license"":""CC BY-SA 4.0"",""license_url"":""https://creativecommons.org/licenses/by-sa/4.0"",""source"":""https://commons.wikimedia.org/wiki/File:RO_BZ_synagogue_1.jpg""}",BZ-II-m-B-02339
"Casa Hortensia Papadat-Bengescu din Buzău",,casa-hortensia-papadat-bengescu-din-buzau-buzau,,,Buzău,Buzău,cladire-istorica,"Str. Independenței 53",45.148163,26.818067,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/05/RO_BZ_HPB_house.jpg/1280px-RO_BZ_HPB_house.jpg,,"{""author"":""Andrei Stroe"",""license"":""CC BY-SA 3.0"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0"",""source"":""https://commons.wikimedia.org/wiki/File:RO_BZ_HPB_house.jpg""}",BZ-IV-m-B-02510
"Casa natală a dramaturgului George Ciprian",,casa-natala-a-dramaturgului-george-ciprian-buzau,,,Buzău,Buzău,cladire-istorica,"Str. Marghiloman Alexandru 15-17",45.154534,26.82621,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8c/RO_BZ_George_Ciprian_house.jpg/1280px-RO_BZ_George_Ciprian_house.jpg,,"{""author"":""Andrei Stroe"",""license"":""CC BY-SA 3.0"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0"",""source"":""https://commons.wikimedia.org/wiki/File:RO_BZ_George_Ciprian_house.jpg""}",BZ-II-m-B-02338
"Hanul de pe strada Marghiloman",,hanul-de-pe-strada-marghiloman-buzau,,,Buzău,Buzău,cladire-istorica,"Str. Marghiloman Alexandru 2",45.154814,26.824869,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/ab/RO_BZ_Marghiloman_2_inn.jpg/1280px-RO_BZ_Marghiloman_2_inn.jpg,,"{""author"":""Andrei Stroe"",""license"":""CC BY-SA 4.0"",""license_url"":""https://creativecommons.org/licenses/by-sa/4.0"",""source"":""https://commons.wikimedia.org/wiki/File:RO_BZ_Marghiloman_2_inn.jpg""}",BZ-II-m-B-02337
"Hotelul Coroana din Buzău",,hotelul-coroana-din-buzau-buzau,,,Buzău,Buzău,cladire-istorica,"Bd. Bălcescu Nicolae 1",45.152869,26.818496,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3f/RO_BZ_Hotel_Coroana.jpg/1280px-RO_BZ_Hotel_Coroana.jpg,,"{""author"":""Andrei Stroe"",""license"":""CC BY-SA 3.0"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0"",""source"":""https://commons.wikimedia.org/wiki/File:RO_BZ_Hotel_Coroana.jpg""}",BZ-II-m-B-02314
"Casa Seceleanu, Str. Marghiloman Alexandru 30",,casa-seceleanu-str-marghiloman-alexandru-30-buzau,,,Buzău,Buzău,cladire-istorica,"Str. Marghiloman Alexandru 30",45.153944,26.82695,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3d/RO_BZ_Seceleanu_house.jpg/1280px-RO_BZ_Seceleanu_house.jpg,,"{""author"":""Andrei Stroe"",""license"":""CC BY-SA 3.0"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0"",""source"":""https://commons.wikimedia.org/wiki/File:RO_BZ_Seceleanu_house.jpg""}",BZ-II-m-B-02340
"Casa Săraru din Buzău, Str. Plevnei 1",,casa-sararu-din-buzau-str-plevnei-1-buzau,,,Buzău,Buzău,cladire-istorica,"Str. Plevnei 1",45.143305,26.822562,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ee/RO_BZ_Sararu_house.jpg/1280px-RO_BZ_Sararu_house.jpg,,"{""author"":""Andrei Stroe"",""license"":""CC BY-SA 3.0"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0"",""source"":""https://commons.wikimedia.org/wiki/File:RO_BZ_Sararu_house.jpg""}",BZ-IV-m-B-02512
"Muzeul Județean Buzău, Aleea Castanilor, nr. 1",,muzeul-judetean-buzau-aleea-castanilor-nr-1-buzau,,"organizație nonprofit din Buzău, România",Buzău,Buzău,muzeu,"Aleea Castanilor, nr. 1",45.149684,26.805278,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/21/RO_BZ_county_museum_1.jpg/1280px-RO_BZ_county_museum_1.jpg,,"{""author"":""Andrei Stroe"",""license"":""CC BY-SA 3.0 ro"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0/ro/deed.en"",""source"":""https://commons.wikimedia.org/wiki/File:RO_BZ_county_museum_1.jpg""}",BZ-II-m-B-02317
"Muzeul Județean Buzău, Aleea Castanilor, nr. 1",,muzeul-judetean-buzau-aleea-castanilor-nr-1-buzau-3ba935,,"organizație nonprofit din Buzău, România",Buzău,Buzău,muzeu,"Aleea Castanilor, nr. 1",45.149389,26.805155,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/21/RO_BZ_county_museum_1.jpg/1280px-RO_BZ_county_museum_1.jpg,,"{""author"":""Andrei Stroe"",""license"":""CC BY-SA 3.0 ro"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0/ro/deed.en"",""source"":""https://commons.wikimedia.org/wiki/File:RO_BZ_county_museum_1.jpg""}",BZ-II-m-B-02317
"Zid de incintă",,zid-de-incinta-buzau,,,Buzău,Buzău,cladire-istorica,,45.156849,26.818593,,,,,,,BZ-II-m-A-02324.07
"Strada Cuza Vodă, Str. Cuza Vodă",,strada-cuza-voda-str-cuza-voda-buzau,,,Buzău,Buzău,piata-centru-vechi,"Str. Cuza Vodă",45.153944,26.82283,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7d/Bz_cuzavoda_3.jpg/1280px-Bz_cuzavoda_3.jpg,,"{""author"":""Andrei Stroe"",""license"":""CC BY 2.5"",""license_url"":""https://creativecommons.org/licenses/by/2.5"",""source"":""https://commons.wikimedia.org/wiki/File:Bz_cuzavoda_3.jpg""}",BZ-II-a-B-02322
"Grădinița nr. 6, Bd. Gării 19",,gradinita-nr-6-bd-garii-19-buzau,,,Buzău,Buzău,parc-gradina,"Bd. Gării 19",45.146029,26.82533,,,,,,,BZ-II-m-B-02329
"Statuia „Rugăciune”",,statuia-rugaciune-buzau,,,Buzău,Buzău,monument,,45.151439,26.808636,,,,,,,BZ-IV-m-B-02504.01
"Statuia compozitorului George Enescu",,statuia-compozitorului-george-enescu-buzau,,,Buzău,Buzău,monument,,45.160934,26.83062,,,,,,,BZ-IV-m-B-02506
"Bustul lui B. P. Hașdeu din Buzău",,bustul-lui-b-p-hasdeu-din-buzau-buzau,,,Buzău,Buzău,monument,"Bd. Gării 1, în fața liceului",45.148919,26.824965,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c6/RO_BZ_Hasdeu_bust.jpg/1280px-RO_BZ_Hasdeu_bust.jpg,,"{""author"":""Andrei Stroe"",""license"":""CC BY-SA 4.0"",""license_url"":""https://creativecommons.org/licenses/by-sa/4.0"",""source"":""https://commons.wikimedia.org/wiki/File:RO_BZ_Hasdeu_bust.jpg""}",BZ-IV-m-B-02508
"Turn clopotniță, Str. Broșteni 15",,turn-clopotnita-str-brosteni-15-buzau,,,Buzău,Buzău,cladire-istorica,"Str. Broșteni 15",45.1548061111,26.8313919444,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/24/RO_BZ_Brosteni_church_belfry.jpg/1280px-RO_BZ_Brosteni_church_belfry.jpg,,"{""author"":""Andrei Stroe"",""license"":""CC BY-SA 3.0 ro"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0/ro/deed.en"",""source"":""https://commons.wikimedia.org/wiki/File:RO_BZ_Brosteni_church_belfry.jpg""}",BZ-II-m-A-02320.02
"Turn clopotniță, Str. Băieșu Ion 1",,turn-clopotnita-str-baiesu-ion-1-buzau,,,Buzău,Buzău,cladire-istorica,"Str. Băieșu Ion 1",45.153573,26.823785,,,,,,,BZ-II-m-A-02321.02
"Turn clopotniță",,turn-clopotnita-buzau,,,Buzău,Buzău,cladire-istorica,,45.157227,26.819698,,,,,,,BZ-II-m-A-02324.06
"Monumentul funerar Nicolae Seceleanu",,monumentul-funerar-nicolae-seceleanu-buzau,,,Buzău,Buzău,monument,"Aleea Dumbrava, Buzău",45.151636,26.808422,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/02/RO_BZ_Dumbrava_cemetery_Seceleanu_tomb.JPG/1280px-RO_BZ_Dumbrava_cemetery_Seceleanu_tomb.JPG,,"{""author"":""Andrei Stroe"",""license"":""CC BY-SA 4.0"",""license_url"":""https://creativecommons.org/licenses/by-sa/4.0"",""source"":""https://commons.wikimedia.org/wiki/File:RO_BZ_Dumbrava_cemetery_Seceleanu_tomb.JPG""}",BZ-IV-m-B-02505
"Tribunalul județean, Bd. Bălcescu Nicolae 8",,tribunalul-judetean-bd-balcescu-nicolae-8-buzau,,,Buzău,Buzău,castel-palat,"Bd. Bălcescu Nicolae 8",45.153527,26.819022,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/80/RO_BZ_Courthouse_2.jpg/1280px-RO_BZ_Courthouse_2.jpg,,"{""author"":""Andrei Stroe"",""license"":""CC BY-SA 3.0 ro"",""license_url"":""https://creativecommons.org/licenses/by-sa/3.0/ro/deed.en"",""source"":""https://commons.wikimedia.org/wiki/File:RO_BZ_Courthouse_2.jpg""}",BZ-II-m-A-02315
"Conacul Marghiloman din Buzău",,conacul-marghiloman-din-buzau-buzau,,,Buzău,Buzău,castel-palat,,45.146195,26.844471,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/87/Conacul_Marghiloman.JPG/1280px-Conacul_Marghiloman.JPG,,"{""author"":""Andreea"",""license"":""CC BY-SA 4.0"",""license_url"":""https://creativecommons.org/licenses/by-sa/4.0"",""source"":""https://commons.wikimedia.org/wiki/File:Conacul_Marghiloman.JPG""}",BZ-II-a-B-02347
"Conacul Albanopol, Str. Centrală 214",,conacul-albanopol-str-centrala-214-maracineni,,,Mărăcineni,Buzău,castel-palat,"Str. Centrală 214",45.1816438889,26.8069619444,,,,,,,BZ-II-m-B-02426
"Monumentul „Răscoala țăranilor din 1907”",,monumentul-rascoala-taranilor-din-1907-buzau,,,Buzău,Buzău,monument,"Piața Dacia",45.153263,26.820738,,,,,,,BZ-IV-m-B-02507
"Ansamblul Episcopiei Buzăului",,ansamblul-episcopiei-buzaului-buzau,,,Buzău,Buzău,piata-centru-vechi,,45.157878,26.819708,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/96/Buz%C4%83u_Bishopric_complex_Colonnade_of_the_Palace.jpg/1280px-Buz%C4%83u_Bishopric_complex_Colonnade_of_the_Palace.jpg,,"{""author"":""Ymblanter"",""license"":""CC BY-SA 4.0"",""license_url"":""https://creativecommons.org/licenses/by-sa/4.0"",""source"":""https://commons.wikimedia.org/wiki/File:Buzău_Bishopric_complex_Colonnade_of_the_Palace.jpg""}",BZ-II-a-A-02324
"Ansamblul „Str. Alexandru Marghiloman”",,ansamblul-str-alexandru-marghiloman-buzau,,,Buzău,Buzău,piata-centru-vechi,"Str. Marghiloman Alexandru, între str. Cuza Vodă și str. Tăbăcari",45.15473,26.825813,,,,,,,BZ-II-a-B-02336
"Ansamblul „Str. Ostrovului”",,ansamblul-str-ostrovului-buzau,,,Buzău,Buzău,piata-centru-vechi,"Str. Ostrovului, între str. Unirii și str. Independenței",45.151939,26.819719,,,,,,,BZ-II-a-B-02341
"Seminarul vechi",,seminarul-vechi-buzau,,,Buzău,Buzău,cladire-istorica,,45.156932,26.820331,,,,,,,BZ-II-m-A-02324.04
"Fostul Spital I. C. Brătianu",,fostul-spital-i-c-bratianu-buzau,,,Buzău,Buzău,cladire-istorica,"Bd. Bălcescu Nicolae 40",45.151068,26.812134,,,,,,,BZ-II-m-B-20957
"Monumentul funerar al fostului primar Petre Stănescu",,monumentul-funerar-al-fostului-primar-petre-stanescu-buzau,,,Buzău,Buzău,monument,,45.151598,26.808561,,,,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/ae/Rugaciune-Brancusi.jpg/1280px-Rugaciune-Brancusi.jpg,,"{""author"":""Aurel Sararu"",""license"":""CC BY-SA 4.0"",""license_url"":""https://creativecommons.org/licenses/by-sa/4.0"",""source"":""https://commons.wikimedia.org/wiki/File:Rugaciune-Brancusi.jpg""}",BZ-IV-a-B-02504
